LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS10M,WS50M,WS10M_MAX,WS50M_MAX,WS50M_MIN,WS10M_MIN,ALLSKY_SFC_LW_DWN
14.10001,77.28001,2006,11,30,0,0.011842,65.93,95.03,23.5,15.68,15.68,29.84,17.2,22.49,3.73,5.61,4.74,8.12,4.07,2.06,9.14
14.10001,77.28001,2006,12,1,0,0.010668,64,95.06,22.2,14.03,14.03,29.21,16.03,21.28,3.89,6.08,5.24,8.22,4.61,2.28,9.18
14.10001,77.28001,2006,12,2,0,0.011387,68.57,95.04,22.17,15.11,15.11,29.22,14.8,21.21,3.73,5.84,5,8.26,3.24,2.09,8.67
14.10001,77.28001,2006,12,3,0,0.013246,73.2,95.08,23.51,17.56,17.56,29.54,16.85,22.6,4.17,6.23,6.08,8.14,3.4,1.86,9.7
14.10001,77.28001,2006,12,4,0,0.012671,70.29,95.2,23.44,16.82,16.82,29.48,17.63,22.57,4.37,6.57,6.47,8.13,4.92,2.24,9.1
14.10001,77.28001,2006,12,5,0,0.011862,68.77,95.17,22.87,15.82,15.82,29.31,16.42,21.84,3.71,5.83,5.2,7.82,3.88,2.04,8.6
14.10001,77.28001,2006,12,6,0,0.0109,66.62,95.1,21.9,14.43,14.43,28.58,15.91,20.98,3.81,6.05,5.62,7.4,4.22,2.14,8.87
14.10001,77.28001,2006,12,7,0,0.010583,65.65,95.04,21.59,13.96,13.96,29.2,14.37,20.73,3.89,6.19,5.12,8.61,3.47,2.33,8.26
14.10001,77.28001,2006,12,8,0,0.010733,65.71,95.08,21.91,14.2,14.2,29.28,15.01,20.95,4.37,6.49,5.66,9.22,4.13,2.45,8.32
14.10001,77.28001,2006,12,9,0.05,0.010755,67.19,95.17,21.61,14.26,14.26,28.63,14.59,20.63,4.1,6.21,5.46,8.58,4.24,2.18,8.27
14.10001,77.28001,2006,12,10,0.1,0.013,74.38,95.09,23.17,17.22,17.22,29.5,15.49,22.03,4.24,5.9,5.61,7.61,3.81,1.97,9.6
14.10001,77.28001,2006,12,11,0.38,0.015002,77.43,94.95,24.63,19.51,19.51,29.87,19.3,23.69,4.36,5.92,5.41,6.34,5.19,3.12,9.5
14.10001,77.28001,2006,12,12,0.03,0.014855,73.6,94.96,25.43,19.35,19.35,30.15,20.79,24.38,3.96,5.52,4.91,6.73,4.51,2.58,9.37
14.10001,77.28001,2006,12,13,0,0.013477,69.47,95.07,24.73,17.79,17.79,30.31,19.24,23.75,4.43,6.42,6.18,7.83,4.83,2.34,9.3
14.10001,77.28001,2006,12,14,0,0.012413,69.95,95.15,23.26,16.52,16.52,29.35,17.28,22.3,4.26,6.38,6.23,8.18,3.88,1.95,8.83
14.10001,77.28001,2006,12,15,0,0.011182,66.45,95.11,22.31,14.78,14.78,29.47,16.23,21.43,3.92,6.17,6.06,7.91,3.97,1.96,8.18
14.10001,77.28001,2006,12,16,0,0.010267,64.13,95.15,21.44,13.45,13.45,29.23,14.85,20.64,4.59,6.95,7.6,8.91,3.78,2.05,8.51
14.10001,77.28001,2006,12,17,0,0.010209,64.81,95.09,21.22,13.44,13.44,28.85,14.28,20.37,4.33,6.72,6.55,8.2,4.91,2.53,8
14.10001,77.28001,2006,12,18,0,0.009462,61.37,95.02,20.9,12.2,12.21,29.36,12.92,20.02,3.69,5.95,5.81,8.09,2.7,2.13,8.05
14.10001,77.28001,2006,12,19,0,0.009321,60.67,95.06,20.89,11.87,11.87,29.34,12.94,19.96,3.83,6.02,5.77,8.35,2.43,1.94,9.17
14.10001,77.28001,2006,12,20,0.03,0.011014,68.03,95.1,21.89,14.67,14.67,28.41,14.99,20.81,4.57,6.6,6.07,8.15,4.71,2.52,8.72
14.10001,77.28001,2006,12,21,0.07,0.011101,65.57,95.02,22.67,14.75,14.75,29.6,14.21,21.52,4.55,6.5,6.03,8.81,3.42,2.64,9.13
14.10001,77.28001,2006,12,22,0.05,0.011678,67.45,94.93,22.95,15.56,15.56,29.7,16.26,21.87,5.29,7.23,7.2,8.85,4.89,2.41,9.48
14.10001,77.28001,2006,12,23,0,0.010904,64.93,94.98,22.68,14.45,14.45,28.91,15.22,21.38,4.71,6.51,6.11,8.61,4.13,2.48,9.15
14.10001,77.28001,2006,12,24,0,0.011139,64.47,94.95,23.25,14.76,14.76,29.35,16.45,21.84,4.27,6.02,5.17,8.06,4.96,2.84,9.22
14.10001,77.28001,2006,12,25,0,0.010795,63.37,94.99,22.98,14.28,14.28,29.39,16.07,21.62,4.1,6.03,5.43,8.08,4.71,2.54,9.1
14.10001,77.28001,2006,12,26,0,0.01013,60.66,94.96,22.61,13.27,13.27,29.86,15.02,21.29,3.78,5.77,4.78,8.49,3.72,2.18,9.63
14.10001,77.28001,2006,12,27,0,0.009486,56.37,94.95,22.76,12.18,12.18,30.37,14.87,21.43,3.95,5.99,5.12,8.72,4.53,2.64,8.8
14.10001,77.28001,2006,12,28,0,0.007962,48.75,95.05,22.21,8.98,9,30.46,13.42,20.97,3.7,5.93,4.76,8.85,3.36,2.63,8.04
14.10001,77.28001,2006,12,29,0,0.007228,45.49,95.17,21.64,7.23,7.28,30.22,13.75,20.55,3.52,5.71,4.56,7.15,3.65,3,8.15
14.10001,77.28001,2006,12,30,0,0.007985,49.45,95.15,21.77,9.78,9.78,29.67,13.88,20.8,3.91,6.41,5.13,7.9,4.79,2.92,8.28
14.10001,77.28001,2006,12,31,0,0.007734,48.7,95.14,21.67,9.16,9.17,29.46,13.55,20.53,3.57,5.97,4.35,7.79,4.08,2.97,8.25
14.10001,77.28001,2007,1,1,0,0.007789,48.8,95.14,21.69,9.24,9.25,30.09,12.87,20.61,3.46,5.81,4.48,7.61,3.49,2.8,8.25
14.10001,77.28001,2007,1,2,0,0.007841,47.85,95.17,22.14,9.47,9.48,30.16,13.38,21.04,3.54,5.83,4.45,8.02,3.33,2.67,8.52
14.10001,77.28001,2007,1,3,0,0.0078,47.45,95.12,21.97,9.34,9.35,30.15,13.87,21.09,3.59,5.84,4.87,7.22,4.1,2.89,8.69
14.10001,77.28001,2007,1,4,0,0.006978,41.05,95.05,22.78,7.48,7.49,31.13,14.2,21.63,3.16,5.26,3.69,7.56,2.55,2.3,8.41
14.10001,77.28001,2007,1,5,0,0.00783,46.9,94.99,22.57,9.11,9.13,30.94,13.03,21.32,3.89,6.19,5.41,9.14,3.7,2.97,8.59
14.10001,77.28001,2007,1,6,0,0.008922,53.34,95.01,22.8,11.18,11.18,30.67,14.31,21.34,4.55,6.49,5.79,9.01,4.93,3.5,8.3
14.10001,77.28001,2007,1,7,0,0.009107,54.75,95.06,22.75,11.59,11.59,30.01,14.18,21.26,4.8,6.69,5.97,8.97,4.51,3.54,8.34
14.10001,77.28001,2007,1,8,0,0.008115,49.72,95.08,22.23,9.67,9.68,29.73,13.24,20.96,4.67,6.88,6.03,9.29,5.13,3.09,8.28
14.10001,77.28001,2007,1,9,0,0.010308,59.17,95.16,23.55,13.63,13.63,31.43,14.24,22.02,4.59,6.53,6.35,9.43,4.93,2.53,8.37
14.10001,77.28001,2007,1,10,0,0.009636,55.2,95.18,23.63,12.27,12.27,30.18,16.24,22.06,4.33,6.22,5.41,8.88,5.17,2.59,8.14
14.10001,77.28001,2007,1,11,0,0.010049,57.01,95.05,23.99,13.14,13.14,31.14,15.22,22.2,3.71,5.44,5.42,8.55,3.53,2.13,8.29
14.10001,77.28001,2007,1,12,0,0.009365,52.39,95.08,23.97,11.89,11.9,31.13,16.08,22.44,4.16,6.01,5.37,8.75,4.03,2.25,9.1
14.10001,77.28001,2007,1,13,0,0.007817,46.89,95.1,22.6,8.99,9.01,31.16,13.23,21.31,4.13,6.39,5.63,8.36,5.02,2.45,8.36
14.10001,77.28001,2007,1,14,0,0.007571,44.95,95.02,22.87,8.28,8.3,31.8,13.65,21.47,3.78,6,4.68,8.5,3.76,2.75,8.14
14.10001,77.28001,2007,1,15,0,0.00738,42.82,94.99,23.5,7.76,7.79,31.78,14.08,21.84,3.05,5.04,3.67,7.78,2.63,2.43,7.87
14.10001,77.28001,2007,1,16,0,0.008505,45.38,94.96,25.04,10.21,10.22,33.14,15.16,23.21,3.16,5.27,4.43,8.18,1.97,1.96,8.05
14.10001,77.28001,2007,1,17,0,0.007863,42.52,95.06,24.52,9.03,9.05,32.83,14.66,23.01,3.91,6.09,5.33,8.98,3.19,2.66,8.79
14.10001,77.28001,2007,1,18,0,0.008395,46.36,95.13,23.94,10.33,10.34,31.83,14.28,22.67,4.29,6.46,6.1,8.76,3.47,2.31,8.66
14.10001,77.28001,2007,1,19,0,0.008335,45.74,95.13,24.24,9.88,9.89,31.89,14.88,22.77,3.66,5.75,4.83,7.95,3.31,2.23,8.62
14.10001,77.28001,2007,1,20,0,0.009245,48.83,95.07,24.94,11.79,11.79,32.19,15.81,23.39,3.87,6.03,5.34,8.31,4.02,2.38,8.58
14.10001,77.28001,2007,1,21,0,0.006929,36.65,95.1,24.61,6.63,6.68,33.42,14.78,23.39,3.83,6.15,5.6,7.52,4.05,2.84,8.03
14.10001,77.28001,2007,1,22,0,0.007271,38.22,95.16,24.79,8.29,8.31,32.94,15.45,23.5,3.53,5.8,4.73,7.82,2.32,2.06,8.62
14.10001,77.28001,2007,1,23,0,0.005965,29.54,95.16,25.77,5.34,5.37,34.19,15.97,24.51,3.99,6.29,5.5,9.31,3.85,3.06,8.35
14.10001,77.28001,2007,1,24,0,0.008893,45.87,95.16,25.35,11.15,11.15,32.74,15.63,23.8,4.49,6.67,6.02,9.1,3.55,2.79,8.71
14.10001,77.28001,2007,1,25,0,0.010189,52.7,95.09,25.33,13.31,13.31,32.29,15.76,23.73,4.54,6.51,6.02,9.03,3.8,2.31,8.8
14.10001,77.28001,2007,1,26,0,0.008417,43.5,95.06,25.51,9.59,9.61,32.97,16.62,23.76,3.98,5.89,5.24,8.73,4.31,2.48,8.52
14.10001,77.28001,2007,1,27,0,0.009814,47.85,95.09,26.58,12.61,12.61,33.89,15.69,24.72,4.18,5.94,5.72,8.6,3.84,2.45,9.22
14.10001,77.28001,2007,1,28,0,0.010049,47.08,95.1,27.25,12.65,12.65,33.62,18.82,25.39,4.77,6.36,6.59,9.56,4.81,3.06,9.32
14.10001,77.28001,2007,1,29,0,0.01029,50.9,95.08,26.14,13.39,13.39,31.66,18.21,24.47,4.61,6.06,5.7,8.5,4.88,3.56,8.84
14.10001,77.28001,2007,1,30,0,0.008498,41.11,95.12,26.44,9.63,9.66,33.76,17.96,24.87,4.38,6.17,6.12,9.65,4.48,3.25,8.57
14.10001,77.28001,2007,1,31,0,0.006593,33.45,95.2,25.55,5.3,5.39,34.3,15.05,24.11,4.3,6.51,6,9.45,3.45,2.3,8.3
14.10001,77.28001,2007,2,1,0,0.006722,34.01,95.15,25.43,6.91,6.94,33.79,15.13,24.14,4.45,6.59,6.38,9.32,3.5,2.36,8.44
14.10001,77.28001,2007,2,2,0,0.005771,29.2,95.09,25.4,4.43,4.49,33.42,15.95,24.14,4.58,6.97,6.33,9.03,4.49,2.91,8.35
14.10001,77.28001,2007,2,3,0,0.006743,35.22,95.13,25.44,6.52,6.55,33.04,15.33,23.61,3.49,5.62,4.72,8.37,3.17,2.65,8.02
14.10001,77.28001,2007,2,4,0,0.006858,36.06,94.99,25.66,6.94,6.97,32.71,15.24,23.48,3.09,4.95,4.53,7.57,1.46,1.38,8.08
14.10001,77.28001,2007,2,5,0,0.006215,32.3,94.9,25.71,5.76,5.79,33.2,14.91,23.66,2.9,4.75,3.93,7.78,2.26,2.22,8.37
14.10001,77.28001,2007,2,6,0,0.005781,29.56,94.9,25.77,4.67,4.72,33.44,15.31,23.93,3.18,5.24,3.89,7.77,2.69,2.31,8.26
14.10001,77.28001,2007,2,7,0,0.006029,29.64,94.86,26.63,5.36,5.39,34.34,15.46,24.58,3.07,5.05,4.58,7.92,1.94,1.87,8.22
14.10001,77.28001,2007,2,8,0,0.006693,32.46,94.92,26.81,6.91,6.93,34.02,16.68,24.81,4.06,6.1,5.69,9.21,2.94,2.8,8.49
14.10001,77.28001,2007,2,9,0,0.006298,31.57,94.94,25.73,5.81,5.85,33.11,16.09,24.26,5.38,7.75,7.47,10.32,4.47,3.08,7.98
14.10001,77.28001,2007,2,10,0,0.007378,38.47,94.89,25.56,7.75,7.78,32.87,14.58,23.59,4.08,5.99,5.48,8.84,3.77,2.62,9
14.10001,77.28001,2007,2,11,0,0.009856,46.41,94.91,27.9,12.92,12.93,33,16.79,25.27,2.62,3.99,4.7,6.25,0.83,0.94,9.53
14.10001,77.28001,2007,2,12,0,0.010903,46.64,94.82,29.2,14.37,14.37,33.79,19.54,26.87,2.27,3.04,4.34,5.16,0.39,0.25,9.61
14.10001,77.28001,2007,2,13,0,0.010775,48.51,94.71,28.05,14.19,14.19,32.8,21.18,25.99,4.35,5.73,6.23,8.89,3.16,2.24,9.21
14.10001,77.28001,2007,2,14,0.01,0.009061,43.42,94.84,27.7,11.23,11.24,32.98,17.8,24.97,2.54,3.66,4.71,6.82,1.62,1.02,8.32
14.10001,77.28001,2007,2,15,0,0.006993,33.65,94.9,27.33,7.28,7.3,33.89,16.67,24.94,2.62,3.81,3.96,6.21,1.51,1.3,8.72
14.10001,77.28001,2007,2,16,0,0.007108,34.64,94.79,26.77,7.8,7.82,33.49,16.15,24.7,3.01,4.36,4.81,7.5,2.26,1.36,8.77
14.10001,77.28001,2007,2,17,0.1,0.007865,36,94.75,28.48,9.27,9.28,34.05,16.7,25.74,1.87,2.9,3.73,6.1,0.96,0.39,8.99
14.10001,77.28001,2007,2,18,0.15,0.011935,54.08,94.79,27.7,15.75,15.75,30.83,20.46,25.88,3.64,4.93,6.25,8.3,3.45,1.79,9.08
14.10001,77.28001,2007,2,19,0.01,0.01112,49.47,94.89,28.36,14.57,14.57,33.42,20.45,26.22,5.44,6.86,7.12,9.47,5.44,3.96,9.14
14.10001,77.28001,2007,2,20,0,0.008969,42.59,94.96,27.05,11.09,11.1,33.02,18.55,25.15,4.95,6.87,7.19,8.67,5.18,2.68,8.56
14.10001,77.28001,2007,2,21,0,0.007793,39.57,95.01,26.16,8.66,8.68,32.45,16.51,24.05,4.09,5.94,5.54,7.75,4.1,2.67,8.58
14.10001,77.28001,2007,2,22,0,0.006648,33.77,94.83,26.17,6.08,6.12,33.16,15.95,24.02,3.89,5.95,5.35,8.92,3.94,2.86,8.56
14.10001,77.28001,2007,2,23,0,0.00579,29.05,94.68,26.16,3.69,3.79,34.05,14.85,24.21,4.64,6.86,6.94,10.44,4.56,3.08,8.16
14.10001,77.28001,2007,2,24,0,0.005674,28.63,94.77,26.23,3.9,3.97,33.86,14.37,24.13,4.15,6.3,5.91,9.54,4.04,2.86,8.52
14.10001,77.28001,2007,2,25,0,0.006299,29.69,94.73,27.75,5.52,5.57,34.8,15.99,25.26,3.03,4.7,4.53,8.32,2.44,2.06,8.61
14.10001,77.28001,2007,2,26,0,0.007433,32.09,94.61,29.54,8.12,8.14,36.12,17.45,26.72,2.7,4.41,4.19,7.38,0.96,1.27,9.03
14.10001,77.28001,2007,2,27,0,0.00813,33.3,94.61,30.24,9.52,9.53,36.56,18.76,27.6,3.55,5.3,6.27,9.14,2,1.87,9.12
14.10001,77.28001,2007,2,28,0,0.007815,31.66,94.68,30.37,8.9,8.91,36.31,20.35,27.81,3.8,5.5,5.59,8.21,2.95,2.37,8.43
14.10001,77.28001,2007,3,1,0,0.009177,37.48,94.67,30.1,11.69,11.7,35.69,19.05,27.65,3.94,5.73,5.63,7.9,3.47,2.77,9.46
14.10001,77.28001,2007,3,2,0,0.009132,39.14,94.7,29.68,11.37,11.38,34.66,19.56,26.84,2.97,4.2,5.06,7.05,2.28,1.98,8.75
14.10001,77.28001,2007,3,3,0,0.007758,31.46,94.69,30.16,9.14,9.15,35.83,19.63,27.79,2.56,3.73,5.52,8.55,0.85,0.6,9.1
14.10001,77.28001,2007,3,4,0,0.010549,40.65,94.74,31.11,13.8,13.8,35.71,21.23,28.66,4.2,5.98,5.51,8.41,4.12,2.85,9.65
14.10001,77.28001,2007,3,5,0,0.009582,38.04,94.88,30.91,12.34,12.35,35.96,20.89,28.18,3.57,5.37,4.96,7.51,1.96,1.8,8.91
14.10001,77.28001,2007,3,6,0,0.007852,30.41,94.7,31.37,9.16,9.17,37.29,20.1,28.59,3.21,5.01,5.24,8.22,1.8,1.68,8.94
14.10001,77.28001,2007,3,7,0,0.008501,32.51,94.52,31.54,10.48,10.49,36.92,21.12,28.77,3.03,4.15,6.57,7.87,0.7,0.34,9.52
14.10001,77.28001,2007,3,8,0,0.010032,38.23,94.56,31.54,12.95,12.96,36.09,21.45,28.82,1.95,2.75,4.11,4.76,0.87,0.57,9.61
14.10001,77.28001,2007,3,9,0,0.008693,31.44,94.58,32.7,10.93,10.94,36.72,22.41,29.74,2.58,3.6,4.88,5.72,0.33,0.37,10.02
14.10001,77.28001,2007,3,10,0,0.009188,32.86,94.67,32.61,11.75,11.76,36.72,23.39,29.95,4.06,5.48,5.84,7.54,3.12,2.11,10
14.10001,77.28001,2007,3,11,0,0.00915,32.74,94.69,32.73,11.61,11.62,37.47,22.91,29.94,4.35,5.81,5.84,8.14,3.62,3.14,9.51
14.10001,77.28001,2007,3,12,0,0.007951,30.01,94.79,31.82,9.33,9.34,36.78,22.35,29.05,4.01,5.65,6.04,9.05,2.91,2.64,9.09
14.10001,77.28001,2007,3,13,0,0.006162,24.58,94.75,30.87,5.76,5.78,37.24,19.45,28.1,3.62,5.54,5.77,8.97,2.45,2.25,9.28
14.10001,77.28001,2007,3,14,0,0.00948,36.12,94.69,31.92,12.05,12.05,37.15,20.19,28.85,3.74,5.44,5.73,8.63,2.06,1.9,9.48
14.10001,77.28001,2007,3,15,0,0.008921,32.79,94.65,32.2,11.12,11.13,37.7,21.77,29.47,4.25,6,6.04,9.26,2.89,2.62,9.27
14.10001,77.28001,2007,3,16,0,0.008566,32.06,94.71,31.55,10.42,10.42,37.43,20.94,29.18,4.49,6.44,5.59,8.77,5.01,3.33,8.91
14.10001,77.28001,2007,3,17,0,0.008538,32.35,94.74,31.26,10.21,10.22,37.35,21.11,28.97,3.91,5.91,4.79,7.81,4.33,2.77,8.65
14.10001,77.28001,2007,3,18,0,0.007431,28.22,94.61,31.42,8.36,8.37,37.86,20.27,28.91,3.54,5.47,4.43,7.85,3.47,2.74,8.5
14.10001,77.28001,2007,3,19,0,0.006911,25.85,94.66,31.63,7.41,7.42,38.16,20.88,29.19,3.53,5.4,5.04,7.53,1.11,1.04,8.86
14.10001,77.28001,2007,3,20,0,0.006543,24.17,94.75,32,6.61,6.63,38.54,20.78,29.43,3.09,4.83,4.73,7.46,0.62,0.45,9.12
14.10001,77.28001,2007,3,21,0.01,0.007299,26.29,94.71,32.61,8.33,8.34,38.19,21.74,29.85,3.21,4.83,5.44,7.91,0.46,0.39,9.77
14.10001,77.28001,2007,3,22,0,0.008376,29.16,94.77,33.39,10.24,10.24,38.6,22.28,30.45,3.16,4.74,4.92,8.04,0.76,0.96,9.37
14.10001,77.28001,2007,3,23,0,0.007838,27,94.79,33.16,9.35,9.36,39.14,22.24,30.64,3.8,5.79,4.83,8.53,2.99,2.69,9.23
14.10001,77.28001,2007,3,24,0,0.008235,27.46,94.78,34.25,10.12,10.12,39.42,23,31.21,3.14,4.74,5.44,7.78,0.57,0.59,9.64
14.10001,77.28001,2007,3,25,2.51,0.008429,27,94.55,34.78,10.49,10.5,39.54,24.67,31.87,2.98,4.41,4.57,6.9,1.74,1.53,10.03
14.10001,77.28001,2007,3,26,0.8,0.009577,29.87,94.53,35.33,12.38,12.38,39.29,25.08,32.33,2.99,4.54,4.66,7.1,0.94,0.75,9.73
14.10001,77.28001,2007,3,27,0.04,0.009752,29.73,94.65,35.23,12.65,12.65,39.29,26.75,32.75,3.73,5.26,5.76,8.45,3.32,2.44,9.92
14.10001,77.28001,2007,3,28,0.01,0.009002,29.08,94.72,34.1,11.46,11.46,39.17,25.95,31.75,3.95,5.76,4.9,7.98,3.41,2.95,9.33
14.10001,77.28001,2007,3,29,0,0.006888,24.15,94.66,32.39,6.99,7.01,39.15,22.25,30.32,3.93,6.02,4.87,8.72,3.71,2.63,9.26
14.10001,77.28001,2007,3,30,0,0.007392,26.95,94.68,31.91,8.2,8.21,38.36,21.73,29.64,4.43,6.54,6.36,9.86,2.8,2.51,9.15
14.10001,77.28001,2007,3,31,0,0.006328,23.45,94.73,31.28,5.71,5.74,38.68,19.61,29.37,4.51,6.78,6.07,9.67,3.16,2.91,9.2
14.10001,77.28001,2007,4,1,0,0.010244,36.45,94.75,32.45,13.09,13.1,37.64,22.76,30.04,2.94,4.63,4.02,7.02,1.31,1.18,9.39
14.10001,77.28001,2007,4,2,0,0.008832,29.01,94.57,33.21,10.6,10.6,39.16,23.82,31.43,4.36,6.64,5.54,9.02,3.26,2.81,9.43
14.10001,77.28001,2007,4,3,0.07,0.007982,26,94.49,33.62,9.67,9.68,39.27,24.21,31.57,3.3,5.07,4.43,8.05,3.27,2.41,9.29
14.10001,77.28001,2007,4,4,0.02,0.006894,22.54,94.5,33.26,7.47,7.48,39.65,24.03,31.52,3.72,5.77,5.59,9.13,1.64,1.47,9.37
14.10001,77.28001,2007,4,5,0,0.008704,28.54,94.59,33.55,10.72,10.73,40.1,23.11,31.46,4.92,6.94,6.7,9.84,3.23,2.69,9.51
14.10001,77.28001,2007,4,6,0,0.008183,28.68,94.68,31.99,9.85,9.86,38.02,22.22,30.31,4.4,6.52,5.75,8.95,3.53,2.83,9.48
14.10001,77.28001,2007,4,7,0,0.008409,29.41,94.63,32.51,10.08,10.09,38.82,22.78,30.34,3.96,5.82,5.77,8.97,2.58,2.27,9.67
14.10001,77.28001,2007,4,8,0,0.009214,34.38,94.62,30.58,11.36,11.37,35.99,23.54,29.2,3.81,5.5,5.9,8.94,2.56,2.16,9.51
14.10001,77.28001,2007,4,9,0,0.009077,31.47,94.62,32.93,11.02,11.02,39.08,22.66,30.49,4.42,6.54,5.74,9.22,2.09,1.78,9.86
14.10001,77.28001,2007,4,10,0.01,0.010243,34.56,94.62,33.34,12.83,12.84,38.92,23.54,30.95,4.34,6.19,5.87,8.42,2.55,2.23,9.73
14.10001,77.28001,2007,4,11,3.49,0.011496,37.35,94.49,34.44,15.03,15.03,38.45,24.15,31.57,2.8,4.16,5.31,7.16,1.16,1.2,9.86
14.10001,77.28001,2007,4,12,9.06,0.014667,50.73,94.44,32.69,18.99,19,35.8,24.92,30.43,2.41,3.38,5.43,6.35,0.33,0.21,10.1
14.10001,77.28001,2007,4,13,1.13,0.013512,47.83,94.53,32.34,17.65,17.65,36.78,23.39,30.06,3.27,4.76,4.66,7.91,1.02,0.78,9.5
14.10001,77.28001,2007,4,14,0.06,0.01169,41.02,94.59,32.34,15.26,15.26,37.58,22.89,30.24,4.12,6.06,5.45,8.88,2.21,2.02,9.52
14.10001,77.28001,2007,4,15,0.01,0.010407,37.34,94.6,31.95,13.44,13.45,37.77,21.13,29.87,4.54,6.43,5.72,8.7,3.73,2.77,9.41
14.10001,77.28001,2007,4,16,0.02,0.010184,36.09,94.56,32.51,13.03,13.03,37.68,22.35,30.08,3.8,5.39,5.33,8.12,2.43,2.08,9.53
14.10001,77.28001,2007,4,17,0.14,0.011657,41.31,94.55,32.95,15.35,15.35,36.28,23.08,30.06,2.35,3.24,4.99,7.28,0.79,0.79,9.86
14.10001,77.28001,2007,4,18,0.79,0.012741,44.07,94.56,33.52,16.76,16.76,36.28,24.28,30.48,2.23,3.1,3.61,5.75,1.43,1.38,9.35
14.10001,77.28001,2007,4,19,8.39,0.014357,50.59,94.58,32.89,18.63,18.63,35.9,24.34,30.14,2.2,3.28,3.92,5.8,1.09,1,9.82
14.10001,77.28001,2007,4,20,1.53,0.015505,56.09,94.62,32.13,19.87,19.87,35.38,23.77,29.67,1.54,2.25,3.26,5.61,0.35,0.19,9.75
14.10001,77.28001,2007,4,21,10.81,0.015155,54.75,94.62,31.11,19.48,19.48,35.91,23.28,29.7,2.88,4,4.26,6.39,1.36,0.83,9.97
14.10001,77.28001,2007,4,22,8.52,0.015468,61.97,94.67,28.66,19.91,19.91,33.28,23.45,27.92,3.85,5.53,5.24,7.89,2.81,2.04,10.01
14.10001,77.28001,2007,4,23,0.84,0.012658,48.49,94.57,29.71,16.4,16.4,36.37,22.37,28.7,3.83,5.51,5.77,7.87,2.39,1.48,9.9
14.10001,77.28001,2007,4,24,0,0.012057,44.84,94.46,31.05,15.73,15.73,37.12,21.24,29.2,3.11,4.24,5.39,7.7,1.02,0.71,9.61
14.10001,77.28001,2007,4,25,0,0.012847,44.88,94.44,32.67,16.81,16.81,37.77,21.98,30.28,2.83,4.04,4.92,7.82,0.5,0.56,10.02
14.10001,77.28001,2007,4,26,0,0.012214,40.86,94.49,33.19,15.99,15.99,39.11,23.04,31.05,4.11,5.8,6.36,9.26,2.72,2.32,9.51
14.10001,77.28001,2007,4,27,0,0.012659,42.2,94.57,33.32,16.48,16.48,39.07,23.52,31.13,3.68,5.1,6.01,8.42,1.8,1.69,9.82
14.10001,77.28001,2007,4,28,0,0.013537,43.29,94.48,34.75,17.62,17.62,38.61,24.5,31.83,2.85,3.81,6.06,8.22,0.26,0.41,10.14
14.10001,77.28001,2007,4,29,0.05,0.013337,42.25,94.46,34.95,17.38,17.38,38.49,25.64,32,2.92,3.9,4.79,5.7,1.19,1.19,9.98
14.10001,77.28001,2007,4,30,0.17,0.013653,42.52,94.51,35.13,17.85,17.85,39.19,25.07,32.3,2.8,3.62,4.18,5.04,2,1.24,9.65
14.10001,77.28001,2007,5,1,8.19,0.015317,53.69,94.62,32.1,19.7,19.7,35.87,25.49,30.23,4.2,5.26,5.82,7.9,3.05,2.59,9.34
14.10001,77.28001,2007,5,2,1.27,0.015947,57.73,94.45,31.52,20.35,20.35,35.47,24.34,29.62,3.08,4.22,4.28,6.86,2.24,1.73,9.94
14.10001,77.28001,2007,5,3,16.42,0.017155,68.93,94.34,28.5,21.56,21.56,31.92,24.67,27.79,3.85,5.26,5.38,7.5,3.63,2.48,9.89
14.10001,77.28001,2007,5,4,0.59,0.016646,63.04,94.29,29.83,21.01,21.01,35.07,23.22,28.81,3.18,4.37,5.21,7.34,1.08,0.59,9.87
14.10001,77.28001,2007,5,5,0.06,0.015995,58.5,94.34,30.99,20.38,20.38,36.26,24,29.43,3,4.6,3.89,6.71,2.78,2.27,9.81
14.10001,77.28001,2007,5,6,19.37,0.016843,62.59,94.29,30.33,21.23,21.23,34.86,23.59,29.13,2.92,4.45,5.15,8.5,1,0.94,9.86
14.10001,77.28001,2007,5,7,2.76,0.017251,80.17,94.42,25.86,21.65,21.65,27.49,23.43,25.33,3.76,4.99,5.58,7.89,2.62,1.81,10.26
14.10001,77.28001,2007,5,8,5.01,0.016118,68.29,94.37,27.32,20.55,20.56,32.25,23.01,26.9,4.57,6.29,6.89,9.67,2.26,1.78,9.94
14.10001,77.28001,2007,5,9,1.22,0.014692,57.98,94.46,29.13,19.05,19.05,35.88,22.34,28.15,5.8,7.83,7.74,10.68,6.21,3.25,9.17
14.10001,77.28001,2007,5,10,0,0.014546,54.89,94.44,30.31,18.88,18.88,36.99,21.9,28.92,6.13,8.16,7.71,10.82,5.69,3.02,9.39
14.10001,77.28001,2007,5,11,0,0.015463,56.75,94.3,30.6,19.86,19.86,36.75,23.13,29.36,6,7.84,7.3,10.12,6.61,4,9.96
14.10001,77.28001,2007,5,12,0,0.01586,60.44,94.34,29.68,20.22,20.22,35.45,24.42,28.72,6.77,8.57,8.1,10.99,7.16,5.64,10.07
